"Id","SleepDay","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","period"
7086361926,"2016-03-14 00:00:00",2,414.0,428.0,"march-april"
7086361926,"2016-03-15 00:00:00",1,392.0,399.0,"march-april"
7086361926,"2016-03-16 00:00:00",2,404.0,412.0,"march-april"
7086361926,"2016-03-17 00:00:00",1,396.0,415.0,"march-april"
7086361926,"2016-03-20 00:00:00",1,460.0,466.0,"march-april"
7086361926,"2016-03-21 00:00:00",1,521.0,535.0,"march-april"
7086361926,"2016-03-23 00:00:00",1,440.0,459.0,"march-april"
7086361926,"2016-03-25 00:00:00",1,281.0,288.0,"march-april"
7086361926,"2016-03-26 00:00:00",1,311.0,329.0,"march-april"
7086361926,"2016-03-27 00:00:00",1,68.0,69.0,"march-april"
7086361926,"2016-03-28 00:00:00",1,228.0,238.0,"march-april"
7086361926,"2016-03-29 00:00:00",2,470.0,522.0,"march-april"
7086361926,"2016-03-30 00:00:00",3,615.0,658.0,"march-april"
7086361926,"2016-03-31 00:00:00",3,635.0,662.0,"march-april"
7086361926,"2016-04-01 00:00:00",2,410.0,441.0,"march-april"
7086361926,"2016-04-02 00:00:00",1,552.0,566.0,"march-april"
7086361926,"2016-04-05 00:00:00",1,89.0,91.0,"march-april"
7086361926,"2016-04-06 00:00:00",2,454.0,469.0,"march-april"
7086361926,"2016-04-07 00:00:00",2,503.0,512.0,"march-april"
7086361926,"2016-04-08 00:00:00",1,389.0,405.0,"march-april"
7086361926,"2016-04-09 00:00:00",1,466.0,487.0,"march-april"
7086361926,"2016-04-10 00:00:00",1,36.0,45.0,"march-april"
7086361926,"2016-04-11 00:00:00",2,497.0,505.0,"march-april"
7086361926,"2016-04-12 00:00:00",1,410.0,416.0,"march-april"
8053475328,"2016-03-29 00:00:00",1,498.0,501.0,"march-april"
8378563200,"2016-03-11 00:00:00",1,110.0,112.0,"march-april"
8378563200,"2016-03-12 00:00:00",3,577.0,672.0,"march-april"
8378563200,"2016-03-13 00:00:00",3,521.0,560.0,"march-april"
8378563200,"2016-03-14 00:00:00",2,331.0,365.0,"march-april"
8378563200,"2016-03-15 00:00:00",2,349.0,377.0,"march-april"
8378563200,"2016-03-16 00:00:00",1,382.0,404.0,"march-april"
8378563200,"2016-03-17 00:00:00",2,390.0,422.0,"march-april"
8378563200,"2016-03-18 00:00:00",3,561.0,599.0,"march-april"
8378563200,"2016-03-19 00:00:00",2,489.0,516.0,"march-april"
8378563200,"2016-03-20 00:00:00",1,443.0,473.0,"march-april"
8378563200,"2016-03-21 00:00:00",2,416.0,441.0,"march-april"
8378563200,"2016-03-22 00:00:00",3,445.0,477.0,"march-april"
8378563200,"2016-03-23 00:00:00",2,356.0,382.0,"march-april"
8378563200,"2016-03-24 00:00:00",2,420.0,451.0,"march-april"
8378563200,"2016-03-25 00:00:00",2,271.0,278.0,"march-april"
8378563200,"2016-03-26 00:00:00",4,615.0,681.0,"march-april"
8378563200,"2016-03-27 00:00:00",2,568.0,593.0,"march-april"
8378563200,"2016-03-28 00:00:00",2,434.0,455.0,"march-april"
8378563200,"2016-03-29 00:00:00",2,321.0,349.0,"march-april"
8378563200,"2016-03-30 00:00:00",3,563.0,606.0,"march-april"
8378563200,"2016-03-31 00:00:00",3,428.0,458.0,"march-april"
8378563200,"2016-04-01 00:00:00",3,408.0,432.0,"march-april"
8378563200,"2016-04-02 00:00:00",4,582.0,639.0,"march-april"
8378563200,"2016-04-03 00:00:00",2,529.0,558.0,"march-april"
8378563200,"2016-04-04 00:00:00",2,417.0,441.0,"march-april"
8378563200,"2016-04-05 00:00:00",3,414.0,437.0,"march-april"
8378563200,"2016-04-06 00:00:00",3,403.0,421.0,"march-april"
8378563200,"2016-04-07 00:00:00",4,458.0,495.0,"march-april"
8378563200,"2016-04-08 00:00:00",2,302.0,323.0,"march-april"
8378563200,"2016-04-09 00:00:00",3,405.0,487.0,"march-april"
8378563200,"2016-04-10 00:00:00",3,568.0,596.0,"march-april"
8378563200,"2016-04-11 00:00:00",2,330.0,356.0,"march-april"
8378563200,"2016-04-12 00:00:00",1,247.0,255.0,"march-april"
8792009665,"2016-03-27 00:00:00",1,391.0,420.0,"march-april"
8792009665,"2016-03-28 00:00:00",1,389.0,407.0,"march-april"
8792009665,"2016-03-29 00:00:00",1,196.0,205.0,"march-april"
8792009665,"2016-03-30 00:00:00",2,442.0,459.0,"march-april"
8792009665,"2016-04-01 00:00:00",2,480.0,504.0,"march-april"
8792009665,"2016-04-03 00:00:00",1,479.0,517.0,"march-april"
8792009665,"2016-04-04 00:00:00",2,566.0,595.0,"march-april"
8792009665,"2016-04-05 00:00:00",1,384.0,414.0,"march-april"
8792009665,"2016-04-06 00:00:00",1,427.0,463.0,"march-april"
8792009665,"2016-04-07 00:00:00",1,446.0,475.0,"march-april"
8792009665,"2016-04-08 00:00:00",2,424.0,447.0,"march-april"
8792009665,"2016-04-09 00:00:00",3,601.0,638.0,"march-april"
1503960366,"2016-04-12 00:00:00",1,327.0,346.0,"april-may"
1503960366,"2016-04-13 00:00:00",2,384.0,407.0,"april-may"
1503960366,"2016-04-15 00:00:00",1,412.0,442.0,"april-may"
1503960366,"2016-04-16 00:00:00",2,340.0,367.0,"april-may"
1503960366,"2016-04-17 00:00:00",1,700.0,712.0,"april-may"
1503960366,"2016-04-19 00:00:00",1,304.0,320.0,"april-may"
1503960366,"2016-04-20 00:00:00",1,360.0,377.0,"april-may"
1503960366,"2016-04-21 00:00:00",1,325.0,364.0,"april-may"
1503960366,"2016-04-23 00:00:00",1,361.0,384.0,"april-may"
1503960366,"2016-04-24 00:00:00",1,430.0,449.0,"april-may"
1503960366,"2016-04-25 00:00:00",1,277.0,323.0,"april-may"
1503960366,"2016-04-26 00:00:00",1,245.0,274.0,"april-may"
1503960366,"2016-04-28 00:00:00",1,366.0,393.0,"april-may"
1503960366,"2016-04-29 00:00:00",1,341.0,354.0,"april-may"
1503960366,"2016-04-30 00:00:00",1,404.0,425.0,"april-may"
1503960366,"2016-05-01 00:00:00",1,369.0,396.0,"april-may"
1503960366,"2016-05-02 00:00:00",1,277.0,309.0,"april-may"
1503960366,"2016-05-03 00:00:00",1,273.0,296.0,"april-may"
1503960366,"2016-05-05 00:00:00",1,247.0,264.0,"april-may"
1503960366,"2016-05-06 00:00:00",1,334.0,367.0,"april-may"
1503960366,"2016-05-07 00:00:00",1,331.0,349.0,"april-may"
1503960366,"2016-05-08 00:00:00",1,594.0,611.0,"april-may"
1503960366,"2016-05-09 00:00:00",1,338.0,342.0,"april-may"
1503960366,"2016-05-10 00:00:00",1,383.0,403.0,"april-may"
1503960366,"2016-05-11 00:00:00",1,285.0,306.0,"april-may"
1644430081,"2016-04-29 00:00:00",1,119.0,127.0,"april-may"
1644430081,"2016-04-30 00:00:00",1,124.0,142.0,"april-may"
1644430081,"2016-05-02 00:00:00",1,796.0,961.0,"april-may"
1644430081,"2016-05-08 00:00:00",1,137.0,154.0,"april-may"
1844505072,"2016-04-15 00:00:00",1,644.0,961.0,"april-may"
1844505072,"2016-04-30 00:00:00",1,722.0,961.0,"april-may"
1844505072,"2016-05-01 00:00:00",1,590.0,961.0,"april-may"
1927972279,"2016-04-12 00:00:00",3,750.0,775.0,"april-may"
1927972279,"2016-04-13 00:00:00",1,398.0,422.0,"april-may"
1927972279,"2016-04-15 00:00:00",2,475.0,499.0,"april-may"
1927972279,"2016-04-26 00:00:00",1,296.0,315.0,"april-may"
1927972279,"2016-04-28 00:00:00",1,166.0,178.0,"april-may"
2026352035,"2016-04-12 00:00:00",1,503.0,546.0,"april-may"
2026352035,"2016-04-13 00:00:00",1,531.0,565.0,"april-may"
2026352035,"2016-04-14 00:00:00",1,545.0,568.0,"april-may"
2026352035,"2016-04-15 00:00:00",1,523.0,573.0,"april-may"
2026352035,"2016-04-16 00:00:00",1,524.0,567.0,"april-may"
2026352035,"2016-04-17 00:00:00",1,437.0,498.0,"april-may"
2026352035,"2016-04-19 00:00:00",1,498.0,540.0,"april-may"
2026352035,"2016-04-20 00:00:00",1,461.0,510.0,"april-may"
2026352035,"2016-04-21 00:00:00",1,477.0,514.0,"april-may"
2026352035,"2016-04-22 00:00:00",1,520.0,545.0,"april-may"
2026352035,"2016-04-23 00:00:00",1,522.0,554.0,"april-may"
2026352035,"2016-04-24 00:00:00",1,555.0,591.0,"april-may"
2026352035,"2016-04-25 00:00:00",1,506.0,531.0,"april-may"
2026352035,"2016-04-27 00:00:00",1,508.0,545.0,"april-may"
2026352035,"2016-04-28 00:00:00",1,513.0,545.0,"april-may"
2026352035,"2016-04-29 00:00:00",1,490.0,510.0,"april-may"
2026352035,"2016-04-30 00:00:00",1,573.0,607.0,"april-may"
2026352035,"2016-05-01 00:00:00",1,527.0,546.0,"april-may"
2026352035,"2016-05-02 00:00:00",1,511.0,543.0,"april-may"
2026352035,"2016-05-04 00:00:00",1,538.0,560.0,"april-may"
2026352035,"2016-05-05 00:00:00",1,468.0,485.0,"april-may"
2026352035,"2016-05-06 00:00:00",1,524.0,548.0,"april-may"
2026352035,"2016-05-07 00:00:00",1,511.0,521.0,"april-may"
2026352035,"2016-05-08 00:00:00",1,541.0,568.0,"april-may"
2026352035,"2016-05-09 00:00:00",1,531.0,556.0,"april-may"
2026352035,"2016-05-10 00:00:00",1,357.0,380.0,"april-may"
2026352035,"2016-05-11 00:00:00",1,523.0,553.0,"april-may"
2026352035,"2016-05-12 00:00:00",1,456.0,485.0,"april-may"
2320127002,"2016-04-23 00:00:00",1,61.0,69.0,"april-may"
2347167796,"2016-04-13 00:00:00",1,467.0,531.0,"april-may"
2347167796,"2016-04-14 00:00:00",1,445.0,489.0,"april-may"
2347167796,"2016-04-15 00:00:00",1,452.0,504.0,"april-may"
2347167796,"2016-04-17 00:00:00",1,556.0,602.0,"april-may"
2347167796,"2016-04-18 00:00:00",1,500.0,557.0,"april-may"
2347167796,"2016-04-19 00:00:00",1,465.0,514.0,"april-may"
2347167796,"2016-04-21 00:00:00",1,460.0,484.0,"april-may"
2347167796,"2016-04-22 00:00:00",1,405.0,461.0,"april-may"
2347167796,"2016-04-23 00:00:00",1,374.0,386.0,"april-may"
2347167796,"2016-04-24 00:00:00",1,442.0,459.0,"april-may"
2347167796,"2016-04-25 00:00:00",1,433.0,471.0,"april-may"
2347167796,"2016-04-26 00:00:00",1,436.0,490.0,"april-may"
2347167796,"2016-04-27 00:00:00",1,448.0,499.0,"april-may"
2347167796,"2016-04-28 00:00:00",1,408.0,450.0,"april-may"
2347167796,"2016-04-29 00:00:00",1,411.0,473.0,"april-may"
3977333714,"2016-04-12 00:00:00",1,274.0,469.0,"april-may"
3977333714,"2016-04-13 00:00:00",2,295.0,456.0,"april-may"
3977333714,"2016-04-14 00:00:00",1,291.0,397.0,"april-may"
3977333714,"2016-04-15 00:00:00",1,424.0,556.0,"april-may"
3977333714,"2016-04-16 00:00:00",1,283.0,510.0,"april-may"
3977333714,"2016-04-17 00:00:00",1,381.0,566.0,"april-may"
3977333714,"2016-04-18 00:00:00",2,412.0,522.0,"april-may"
3977333714,"2016-04-19 00:00:00",1,219.0,395.0,"april-may"
3977333714,"2016-04-20 00:00:00",2,152.0,305.0,"april-may"
3977333714,"2016-04-21 00:00:00",1,332.0,512.0,"april-may"
3977333714,"2016-04-22 00:00:00",1,355.0,476.0,"april-may"
3977333714,"2016-04-23 00:00:00",1,235.0,372.0,"april-may"
3977333714,"2016-04-24 00:00:00",1,310.0,526.0,"april-may"
3977333714,"2016-04-25 00:00:00",1,262.0,467.0,"april-may"
3977333714,"2016-04-26 00:00:00",1,250.0,371.0,"april-may"
3977333714,"2016-04-27 00:00:00",1,349.0,540.0,"april-may"
3977333714,"2016-04-28 00:00:00",1,261.0,423.0,"april-may"
3977333714,"2016-04-29 00:00:00",1,333.0,478.0,"april-may"
3977333714,"2016-04-30 00:00:00",1,237.0,382.0,"april-may"
3977333714,"2016-05-01 00:00:00",1,383.0,626.0,"april-may"
3977333714,"2016-05-02 00:00:00",1,230.0,384.0,"april-may"
3977333714,"2016-05-03 00:00:00",1,292.0,500.0,"april-may"
3977333714,"2016-05-04 00:00:00",1,213.0,336.0,"april-may"
3977333714,"2016-05-05 00:00:00",1,318.0,480.0,"april-may"
3977333714,"2016-05-06 00:00:00",1,323.0,512.0,"april-may"
3977333714,"2016-05-07 00:00:00",1,237.0,443.0,"april-may"
3977333714,"2016-05-08 00:00:00",2,259.0,456.0,"april-may"
3977333714,"2016-05-10 00:00:00",1,312.0,452.0,"april-may"
4020332650,"2016-04-12 00:00:00",1,501.0,541.0,"april-may"
4020332650,"2016-04-16 00:00:00",1,77.0,77.0,"april-may"
4020332650,"2016-05-03 00:00:00",1,322.0,332.0,"april-may"
4020332650,"2016-05-04 00:00:00",1,478.0,536.0,"april-may"
4020332650,"2016-05-05 00:00:00",1,226.0,248.0,"april-may"
4020332650,"2016-05-06 00:00:00",1,385.0,408.0,"april-may"
4020332650,"2016-05-08 00:00:00",1,364.0,402.0,"april-may"
4020332650,"2016-05-10 00:00:00",1,442.0,494.0,"april-may"
4319703577,"2016-04-14 00:00:00",1,535.0,557.0,"april-may"
4319703577,"2016-04-15 00:00:00",1,465.0,491.0,"april-may"
4319703577,"2016-04-16 00:00:00",1,506.0,522.0,"april-may"
4319703577,"2016-04-18 00:00:00",1,515.0,551.0,"april-may"
4319703577,"2016-04-19 00:00:00",2,461.0,498.0,"april-may"
4319703577,"2016-04-20 00:00:00",1,523.0,543.0,"april-may"
4319703577,"2016-04-21 00:00:00",1,59.0,65.0,"april-may"
4319703577,"2016-04-22 00:00:00",1,533.0,550.0,"april-may"
4319703577,"2016-04-23 00:00:00",1,692.0,722.0,"april-may"
4319703577,"2016-04-24 00:00:00",1,467.0,501.0,"april-may"
4319703577,"2016-04-25 00:00:00",1,488.0,506.0,"april-may"
4319703577,"2016-04-26 00:00:00",1,505.0,516.0,"april-may"
4319703577,"2016-04-27 00:00:00",1,286.0,307.0,"april-may"
4319703577,"2016-04-28 00:00:00",1,497.0,522.0,"april-may"
4319703577,"2016-04-29 00:00:00",1,523.0,546.0,"april-may"
4319703577,"2016-04-30 00:00:00",1,490.0,516.0,"april-may"
4319703577,"2016-05-01 00:00:00",1,484.0,500.0,"april-may"
4319703577,"2016-05-02 00:00:00",1,478.0,506.0,"april-may"
4319703577,"2016-05-03 00:00:00",1,474.0,512.0,"april-may"
4319703577,"2016-05-06 00:00:00",1,450.0,491.0,"april-may"
4319703577,"2016-05-07 00:00:00",1,507.0,530.0,"april-may"
4319703577,"2016-05-08 00:00:00",1,602.0,638.0,"april-may"
4319703577,"2016-05-09 00:00:00",1,535.0,565.0,"april-may"
4319703577,"2016-05-10 00:00:00",1,487.0,517.0,"april-may"
4319703577,"2016-05-11 00:00:00",1,529.0,558.0,"april-may"
4319703577,"2016-05-12 00:00:00",1,302.0,321.0,"april-may"
4388161847,"2016-04-15 00:00:00",1,499.0,526.0,"april-may"
4388161847,"2016-04-16 00:00:00",2,426.0,448.0,"april-may"
4388161847,"2016-04-17 00:00:00",2,619.0,641.0,"april-may"
4388161847,"2016-04-18 00:00:00",1,99.0,104.0,"april-may"
4388161847,"2016-04-19 00:00:00",1,329.0,338.0,"april-may"
4388161847,"2016-04-20 00:00:00",1,421.0,451.0,"april-may"
4388161847,"2016-04-21 00:00:00",1,442.0,458.0,"april-may"
4388161847,"2016-04-22 00:00:00",1,82.0,85.0,"april-may"
4388161847,"2016-04-23 00:00:00",1,478.0,501.0,"april-may"
4388161847,"2016-04-24 00:00:00",3,552.0,595.0,"april-may"
4388161847,"2016-04-26 00:00:00",1,319.0,346.0,"april-may"
4388161847,"2016-04-27 00:00:00",1,439.0,500.0,"april-may"
4388161847,"2016-04-28 00:00:00",1,428.0,458.0,"april-may"
4388161847,"2016-04-30 00:00:00",2,409.0,430.0,"april-may"
4388161847,"2016-05-01 00:00:00",1,547.0,597.0,"april-may"
4388161847,"2016-05-02 00:00:00",2,368.0,376.0,"april-may"
4388161847,"2016-05-04 00:00:00",1,390.0,414.0,"april-may"
4388161847,"2016-05-05 00:00:00",1,471.0,495.0,"april-may"
4388161847,"2016-05-07 00:00:00",1,472.0,496.0,"april-may"
4388161847,"2016-05-08 00:00:00",2,529.0,541.0,"april-may"
4388161847,"2016-05-09 00:00:00",1,62.0,65.0,"april-may"
4388161847,"2016-05-10 00:00:00",1,354.0,375.0,"april-may"
4388161847,"2016-05-11 00:00:00",1,469.0,494.0,"april-may"
4445114986,"2016-04-12 00:00:00",2,429.0,457.0,"april-may"
4445114986,"2016-04-13 00:00:00",2,370.0,406.0,"april-may"
4445114986,"2016-04-14 00:00:00",1,441.0,492.0,"april-may"
4445114986,"2016-04-15 00:00:00",2,337.0,379.0,"april-may"
4445114986,"2016-04-16 00:00:00",1,462.0,499.0,"april-may"
4445114986,"2016-04-17 00:00:00",1,98.0,107.0,"april-may"
4445114986,"2016-04-19 00:00:00",2,388.0,424.0,"april-may"
4445114986,"2016-04-20 00:00:00",1,439.0,462.0,"april-may"
4445114986,"2016-04-21 00:00:00",1,436.0,469.0,"april-may"
4445114986,"2016-04-22 00:00:00",1,388.0,417.0,"april-may"
4445114986,"2016-04-25 00:00:00",1,328.0,345.0,"april-may"
4445114986,"2016-04-26 00:00:00",2,353.0,391.0,"april-may"
4445114986,"2016-04-27 00:00:00",1,332.0,374.0,"april-may"
4445114986,"2016-04-28 00:00:00",1,419.0,442.0,"april-may"
4445114986,"2016-04-29 00:00:00",1,106.0,108.0,"april-may"
4445114986,"2016-04-30 00:00:00",1,322.0,353.0,"april-may"
4445114986,"2016-05-01 00:00:00",2,439.0,459.0,"april-may"
4445114986,"2016-05-02 00:00:00",1,502.0,542.0,"april-may"
4445114986,"2016-05-03 00:00:00",2,417.0,450.0,"april-may"
4445114986,"2016-05-04 00:00:00",2,337.0,363.0,"april-may"
4445114986,"2016-05-05 00:00:00",2,462.0,513.0,"april-may"
4445114986,"2016-05-06 00:00:00",2,374.0,402.0,"april-may"
4445114986,"2016-05-07 00:00:00",2,401.0,436.0,"april-may"
4445114986,"2016-05-08 00:00:00",1,361.0,391.0,"april-may"
4445114986,"2016-05-09 00:00:00",1,457.0,533.0,"april-may"
4445114986,"2016-05-10 00:00:00",1,405.0,426.0,"april-may"
4445114986,"2016-05-11 00:00:00",1,499.0,530.0,"april-may"
4445114986,"2016-05-12 00:00:00",1,483.0,501.0,"april-may"
4558609924,"2016-04-21 00:00:00",1,126.0,137.0,"april-may"
4558609924,"2016-04-26 00:00:00",1,103.0,121.0,"april-may"
4558609924,"2016-04-29 00:00:00",1,171.0,179.0,"april-may"
4558609924,"2016-05-01 00:00:00",1,115.0,129.0,"april-may"
4558609924,"2016-05-08 00:00:00",1,123.0,134.0,"april-may"
4702921684,"2016-04-12 00:00:00",1,425.0,439.0,"april-may"
4702921684,"2016-04-13 00:00:00",2,400.0,430.0,"april-may"
4702921684,"2016-04-14 00:00:00",1,384.0,415.0,"april-may"
4702921684,"2016-04-15 00:00:00",1,253.0,257.0,"april-may"
4702921684,"2016-04-16 00:00:00",2,382.0,406.0,"april-may"
4702921684,"2016-04-17 00:00:00",1,591.0,612.0,"april-may"
4702921684,"2016-04-18 00:00:00",1,293.0,312.0,"april-may"
4702921684,"2016-04-19 00:00:00",1,457.0,487.0,"april-may"
4702921684,"2016-04-20 00:00:00",1,454.0,468.0,"april-may"
4702921684,"2016-04-21 00:00:00",1,425.0,434.0,"april-may"
4702921684,"2016-04-23 00:00:00",1,465.0,475.0,"april-may"
4702921684,"2016-04-24 00:00:00",1,480.0,506.0,"april-may"
4702921684,"2016-04-25 00:00:00",1,370.0,380.0,"april-may"
4702921684,"2016-04-26 00:00:00",1,421.0,429.0,"april-may"
4702921684,"2016-04-27 00:00:00",1,432.0,449.0,"april-may"
4702921684,"2016-04-28 00:00:00",1,442.0,461.0,"april-may"
4702921684,"2016-04-29 00:00:00",1,433.0,447.0,"april-may"
4702921684,"2016-04-30 00:00:00",1,479.0,501.0,"april-may"
4702921684,"2016-05-03 00:00:00",1,327.0,373.0,"april-may"
4702921684,"2016-05-04 00:00:00",1,412.0,434.0,"april-may"
4702921684,"2016-05-05 00:00:00",1,414.0,428.0,"april-may"
4702921684,"2016-05-06 00:00:00",1,404.0,449.0,"april-may"
4702921684,"2016-05-07 00:00:00",1,520.0,543.0,"april-may"
4702921684,"2016-05-09 00:00:00",1,435.0,458.0,"april-may"
4702921684,"2016-05-10 00:00:00",1,416.0,431.0,"april-may"
4702921684,"2016-05-11 00:00:00",1,354.0,366.0,"april-may"
4702921684,"2016-05-12 00:00:00",1,404.0,442.0,"april-may"
5553957443,"2016-04-12 00:00:00",1,441.0,464.0,"april-may"
5553957443,"2016-04-13 00:00:00",2,455.0,488.0,"april-may"
5553957443,"2016-04-14 00:00:00",1,357.0,418.0,"april-may"
5553957443,"2016-04-15 00:00:00",1,377.0,409.0,"april-may"
5553957443,"2016-04-16 00:00:00",2,651.0,686.0,"april-may"
5553957443,"2016-04-17 00:00:00",1,350.0,402.0,"april-may"
5553957443,"2016-04-18 00:00:00",2,520.0,541.0,"april-may"
5553957443,"2016-04-19 00:00:00",1,357.0,410.0,"april-may"
5553957443,"2016-04-20 00:00:00",1,658.0,678.0,"april-may"
5553957443,"2016-04-21 00:00:00",1,399.0,431.0,"april-may"
5553957443,"2016-04-22 00:00:00",1,322.0,353.0,"april-may"
5553957443,"2016-04-23 00:00:00",2,631.0,725.0,"april-may"
5553957443,"2016-04-24 00:00:00",2,553.0,640.0,"april-may"
5553957443,"2016-04-25 00:00:00",1,433.0,468.0,"april-may"
5553957443,"2016-04-26 00:00:00",1,412.0,453.0,"april-may"
5553957443,"2016-04-27 00:00:00",1,347.0,391.0,"april-may"
5553957443,"2016-04-28 00:00:00",1,421.0,457.0,"april-may"
5553957443,"2016-04-29 00:00:00",1,450.0,495.0,"april-may"
5553957443,"2016-04-30 00:00:00",2,775.0,843.0,"april-may"
5553957443,"2016-05-01 00:00:00",2,622.0,686.0,"april-may"
5553957443,"2016-05-02 00:00:00",1,409.0,471.0,"april-may"
5553957443,"2016-05-03 00:00:00",1,380.0,429.0,"april-may"
5553957443,"2016-05-04 00:00:00",1,447.0,470.0,"april-may"
5553957443,"2016-05-05 00:00:00",1,419.0,464.0,"april-may"
5553957443,"2016-05-06 00:00:00",1,400.0,434.0,"april-may"
5553957443,"2016-05-07 00:00:00",1,442.0,470.0,"april-may"
5553957443,"2016-05-08 00:00:00",1,568.0,608.0,"april-may"
5553957443,"2016-05-09 00:00:00",1,453.0,494.0,"april-may"
5553957443,"2016-05-10 00:00:00",1,418.0,443.0,"april-may"
5553957443,"2016-05-11 00:00:00",1,463.0,486.0,"april-may"
5553957443,"2016-05-12 00:00:00",1,438.0,475.0,"april-may"
5577150313,"2016-04-12 00:00:00",1,419.0,438.0,"april-may"
5577150313,"2016-04-13 00:00:00",1,432.0,458.0,"april-may"
5577150313,"2016-04-14 00:00:00",1,477.0,497.0,"april-may"
5577150313,"2016-04-15 00:00:00",1,392.0,413.0,"april-may"
5577150313,"2016-04-16 00:00:00",1,406.0,445.0,"april-may"
5577150313,"2016-04-17 00:00:00",1,549.0,583.0,"april-may"
5577150313,"2016-04-18 00:00:00",1,527.0,553.0,"april-may"
5577150313,"2016-04-19 00:00:00",1,449.0,465.0,"april-may"
5577150313,"2016-04-20 00:00:00",1,447.0,480.0,"april-may"
5577150313,"2016-04-21 00:00:00",1,414.0,437.0,"april-may"
5577150313,"2016-04-22 00:00:00",1,338.0,366.0,"april-may"
5577150313,"2016-04-23 00:00:00",1,384.0,402.0,"april-may"
5577150313,"2016-04-24 00:00:00",1,543.0,615.0,"april-may"
5577150313,"2016-04-25 00:00:00",1,421.0,461.0,"april-may"
5577150313,"2016-04-26 00:00:00",1,354.0,377.0,"april-may"
5577150313,"2016-04-27 00:00:00",1,424.0,452.0,"april-may"
5577150313,"2016-04-28 00:00:00",1,361.0,372.0,"april-may"
5577150313,"2016-04-29 00:00:00",1,459.0,485.0,"april-may"
5577150313,"2016-04-30 00:00:00",1,412.0,433.0,"april-may"
5577150313,"2016-05-01 00:00:00",1,379.0,398.0,"april-may"
5577150313,"2016-05-02 00:00:00",2,525.0,553.0,"april-may"
5577150313,"2016-05-03 00:00:00",1,508.0,543.0,"april-may"
5577150313,"2016-05-04 00:00:00",1,603.0,634.0,"april-may"
5577150313,"2016-05-05 00:00:00",1,74.0,78.0,"april-may"
5577150313,"2016-05-10 00:00:00",1,504.0,562.0,"april-may"
5577150313,"2016-05-11 00:00:00",1,431.0,476.0,"april-may"
6117666160,"2016-04-16 00:00:00",1,380.0,398.0,"april-may"
6117666160,"2016-04-17 00:00:00",2,336.0,350.0,"april-may"
6117666160,"2016-04-18 00:00:00",2,493.0,510.0,"april-may"
6117666160,"2016-04-19 00:00:00",1,465.0,492.0,"april-may"
6117666160,"2016-04-20 00:00:00",1,474.0,502.0,"april-may"
6117666160,"2016-04-21 00:00:00",1,508.0,550.0,"april-may"
6117666160,"2016-04-22 00:00:00",1,480.0,546.0,"april-may"
6117666160,"2016-04-23 00:00:00",1,492.0,539.0,"april-may"
6117666160,"2016-04-24 00:00:00",1,353.0,367.0,"april-may"
6117666160,"2016-04-27 00:00:00",1,542.0,557.0,"april-may"
6117666160,"2016-04-28 00:00:00",1,393.0,416.0,"april-may"
6117666160,"2016-04-29 00:00:00",1,600.0,636.0,"april-may"
6117666160,"2016-05-01 00:00:00",1,507.0,575.0,"april-may"
6117666160,"2016-05-05 00:00:00",1,392.0,415.0,"april-may"
6117666160,"2016-05-06 00:00:00",2,658.0,698.0,"april-may"
6117666160,"2016-05-07 00:00:00",2,498.0,507.0,"april-may"
6117666160,"2016-05-08 00:00:00",1,555.0,603.0,"april-may"
6117666160,"2016-05-09 00:00:00",1,492.0,522.0,"april-may"
6775888955,"2016-04-13 00:00:00",1,235.0,260.0,"april-may"
6775888955,"2016-04-14 00:00:00",1,423.0,441.0,"april-may"
6775888955,"2016-04-15 00:00:00",1,391.0,406.0,"april-may"
6962181067,"2016-04-12 00:00:00",1,366.0,387.0,"april-may"
6962181067,"2016-04-13 00:00:00",3,630.0,679.0,"april-may"
6962181067,"2016-04-14 00:00:00",2,508.0,535.0,"april-may"
6962181067,"2016-04-15 00:00:00",1,370.0,386.0,"april-may"
6962181067,"2016-04-16 00:00:00",1,357.0,366.0,"april-may"
6962181067,"2016-04-17 00:00:00",1,427.0,446.0,"april-may"
6962181067,"2016-04-18 00:00:00",1,442.0,458.0,"april-may"
6962181067,"2016-04-19 00:00:00",1,476.0,535.0,"april-may"
6962181067,"2016-04-20 00:00:00",1,418.0,424.0,"april-may"
6962181067,"2016-04-21 00:00:00",1,451.0,457.0,"april-may"
6962181067,"2016-04-22 00:00:00",1,425.0,435.0,"april-may"
6962181067,"2016-04-23 00:00:00",1,528.0,546.0,"april-may"
6962181067,"2016-04-24 00:00:00",1,511.0,514.0,"april-may"
6962181067,"2016-04-25 00:00:00",1,400.0,415.0,"april-may"
6962181067,"2016-04-26 00:00:00",1,441.0,446.0,"april-may"
6962181067,"2016-04-27 00:00:00",1,455.0,467.0,"april-may"
6962181067,"2016-04-28 00:00:00",1,440.0,453.0,"april-may"
6962181067,"2016-04-29 00:00:00",1,433.0,447.0,"april-may"
6962181067,"2016-04-30 00:00:00",1,422.0,424.0,"april-may"
6962181067,"2016-05-01 00:00:00",1,411.0,426.0,"april-may"
6962181067,"2016-05-02 00:00:00",1,466.0,482.0,"april-may"
6962181067,"2016-05-03 00:00:00",1,394.0,418.0,"april-may"
6962181067,"2016-05-04 00:00:00",1,442.0,455.0,"april-may"
6962181067,"2016-05-05 00:00:00",1,467.0,491.0,"april-may"
