"Id","ActivityHour","StepTotal","period"
4702921684,"2016-03-16 17:00:00",427,"march-april"
4702921684,"2016-03-16 18:00:00",789,"march-april"
4702921684,"2016-03-16 19:00:00",478,"march-april"
4702921684,"2016-03-16 20:00:00",848,"march-april"
4702921684,"2016-03-16 21:00:00",213,"march-april"
4702921684,"2016-03-16 22:00:00",48,"march-april"
4702921684,"2016-03-16 23:00:00",0,"march-april"
4702921684,"2016-03-17 00:00:00",0,"march-april"
4702921684,"2016-03-17 01:00:00",0,"march-april"
4702921684,"2016-03-17 02:00:00",0,"march-april"
4702921684,"2016-03-17 03:00:00",0,"march-april"
4702921684,"2016-03-17 04:00:00",0,"march-april"
4702921684,"2016-03-17 05:00:00",0,"march-april"
4702921684,"2016-03-17 06:00:00",875,"march-april"
4702921684,"2016-03-17 07:00:00",267,"march-april"
4702921684,"2016-03-17 08:00:00",138,"march-april"
4702921684,"2016-03-17 09:00:00",1288,"march-april"
4702921684,"2016-03-17 10:00:00",85,"march-april"
4702921684,"2016-03-17 11:00:00",78,"march-april"
4702921684,"2016-03-17 12:00:00",514,"march-april"
4702921684,"2016-03-17 13:00:00",202,"march-april"
4702921684,"2016-03-17 14:00:00",273,"march-april"
4702921684,"2016-03-17 15:00:00",367,"march-april"
4702921684,"2016-03-17 16:00:00",131,"march-april"
4702921684,"2016-03-17 17:00:00",1157,"march-april"
4702921684,"2016-03-17 18:00:00",553,"march-april"
4702921684,"2016-03-17 19:00:00",190,"march-april"
4702921684,"2016-03-17 20:00:00",548,"march-april"
4702921684,"2016-03-17 21:00:00",549,"march-april"
4702921684,"2016-03-17 22:00:00",164,"march-april"
4702921684,"2016-03-17 23:00:00",0,"march-april"
4702921684,"2016-03-18 00:00:00",0,"march-april"
4702921684,"2016-03-18 01:00:00",0,"march-april"
4702921684,"2016-03-18 02:00:00",0,"march-april"
4702921684,"2016-03-18 03:00:00",0,"march-april"
4702921684,"2016-03-18 04:00:00",0,"march-april"
4702921684,"2016-03-18 05:00:00",0,"march-april"
4702921684,"2016-03-18 06:00:00",988,"march-april"
4702921684,"2016-03-18 07:00:00",667,"march-april"
4702921684,"2016-03-18 08:00:00",218,"march-april"
4702921684,"2016-03-18 09:00:00",124,"march-april"
4702921684,"2016-03-18 10:00:00",144,"march-april"
4702921684,"2016-03-18 11:00:00",309,"march-april"
4702921684,"2016-03-18 12:00:00",558,"march-april"
4702921684,"2016-03-18 13:00:00",979,"march-april"
4702921684,"2016-03-18 14:00:00",101,"march-april"
4702921684,"2016-03-18 15:00:00",331,"march-april"
4702921684,"2016-03-18 16:00:00",295,"march-april"
4702921684,"2016-03-18 17:00:00",1337,"march-april"
4702921684,"2016-03-18 18:00:00",360,"march-april"
4702921684,"2016-03-18 19:00:00",0,"march-april"
4702921684,"2016-03-18 20:00:00",0,"march-april"
4702921684,"2016-03-18 21:00:00",0,"march-april"
4702921684,"2016-03-18 22:00:00",0,"march-april"
4702921684,"2016-03-18 23:00:00",0,"march-april"
4702921684,"2016-03-19 00:00:00",0,"march-april"
4702921684,"2016-03-19 01:00:00",0,"march-april"
4702921684,"2016-03-19 02:00:00",0,"march-april"
4702921684,"2016-03-19 03:00:00",0,"march-april"
4702921684,"2016-03-19 04:00:00",0,"march-april"
4702921684,"2016-03-19 05:00:00",0,"march-april"
4702921684,"2016-03-19 06:00:00",0,"march-april"
4702921684,"2016-03-19 07:00:00",0,"march-april"
4702921684,"2016-03-19 08:00:00",0,"march-april"
4702921684,"2016-03-19 09:00:00",0,"march-april"
4702921684,"2016-03-19 10:00:00",0,"march-april"
4702921684,"2016-03-19 11:00:00",0,"march-april"
4702921684,"2016-03-19 12:00:00",0,"march-april"
4702921684,"2016-03-19 13:00:00",0,"march-april"
4702921684,"2016-03-19 14:00:00",0,"march-april"
4702921684,"2016-03-19 15:00:00",0,"march-april"
4702921684,"2016-03-19 16:00:00",0,"march-april"
4702921684,"2016-03-19 17:00:00",9,"march-april"
4702921684,"2016-03-19 18:00:00",0,"march-april"
4702921684,"2016-03-19 19:00:00",0,"march-april"
4702921684,"2016-03-19 20:00:00",0,"march-april"
4702921684,"2016-03-19 21:00:00",0,"march-april"
4702921684,"2016-03-19 22:00:00",0,"march-april"
4702921684,"2016-03-19 23:00:00",0,"march-april"
4702921684,"2016-03-20 00:00:00",0,"march-april"
4702921684,"2016-03-20 01:00:00",0,"march-april"
4702921684,"2016-03-20 02:00:00",0,"march-april"
4702921684,"2016-03-20 03:00:00",0,"march-april"
4702921684,"2016-03-20 04:00:00",0,"march-april"
4702921684,"2016-03-20 05:00:00",0,"march-april"
4702921684,"2016-03-20 06:00:00",0,"march-april"
4702921684,"2016-03-20 07:00:00",0,"march-april"
4702921684,"2016-03-20 08:00:00",0,"march-april"
4702921684,"2016-03-20 09:00:00",0,"march-april"
4702921684,"2016-03-20 10:00:00",0,"march-april"
4702921684,"2016-03-20 11:00:00",0,"march-april"
4702921684,"2016-03-20 12:00:00",0,"march-april"
4702921684,"2016-03-20 13:00:00",0,"march-april"
4702921684,"2016-03-20 14:00:00",0,"march-april"
4702921684,"2016-03-20 15:00:00",0,"march-april"
4702921684,"2016-03-20 16:00:00",0,"march-april"
4702921684,"2016-03-20 17:00:00",0,"march-april"
4702921684,"2016-03-20 18:00:00",0,"march-april"
4702921684,"2016-03-20 19:00:00",0,"march-april"
4702921684,"2016-03-20 20:00:00",0,"march-april"
4702921684,"2016-03-20 21:00:00",0,"march-april"
4702921684,"2016-03-20 22:00:00",0,"march-april"
4702921684,"2016-03-20 23:00:00",0,"march-april"
4702921684,"2016-03-21 00:00:00",0,"march-april"
4702921684,"2016-03-21 01:00:00",0,"march-april"
4702921684,"2016-03-21 02:00:00",0,"march-april"
4702921684,"2016-03-21 03:00:00",0,"march-april"
4702921684,"2016-03-21 04:00:00",0,"march-april"
4702921684,"2016-03-21 05:00:00",0,"march-april"
4702921684,"2016-03-21 06:00:00",333,"march-april"
4702921684,"2016-03-21 07:00:00",182,"march-april"
4702921684,"2016-03-21 08:00:00",0,"march-april"
4702921684,"2016-03-21 09:00:00",0,"march-april"
4702921684,"2016-03-21 10:00:00",0,"march-april"
4702921684,"2016-03-21 11:00:00",0,"march-april"
4702921684,"2016-03-21 12:00:00",0,"march-april"
4702921684,"2016-03-21 13:00:00",89,"march-april"
4702921684,"2016-03-21 14:00:00",210,"march-april"
4702921684,"2016-03-21 15:00:00",103,"march-april"
4702921684,"2016-03-21 16:00:00",154,"march-april"
4702921684,"2016-03-21 17:00:00",433,"march-april"
4702921684,"2016-03-21 18:00:00",530,"march-april"
4702921684,"2016-03-21 19:00:00",0,"march-april"
4702921684,"2016-03-21 20:00:00",732,"march-april"
4702921684,"2016-03-21 21:00:00",430,"march-april"
4702921684,"2016-03-21 22:00:00",283,"march-april"
4702921684,"2016-03-21 23:00:00",0,"march-april"
4702921684,"2016-03-22 00:00:00",0,"march-april"
4702921684,"2016-03-22 01:00:00",11,"march-april"
4702921684,"2016-03-22 02:00:00",16,"march-april"
4702921684,"2016-03-22 03:00:00",23,"march-april"
4702921684,"2016-03-22 04:00:00",8,"march-april"
4702921684,"2016-03-22 05:00:00",0,"march-april"
4702921684,"2016-03-22 06:00:00",621,"march-april"
4702921684,"2016-03-22 07:00:00",261,"march-april"
4702921684,"2016-03-22 08:00:00",141,"march-april"
4702921684,"2016-03-22 09:00:00",1324,"march-april"
4702921684,"2016-03-22 10:00:00",417,"march-april"
4702921684,"2016-03-22 11:00:00",96,"march-april"
4702921684,"2016-03-22 12:00:00",1232,"march-april"
4702921684,"2016-03-22 13:00:00",108,"march-april"
4702921684,"2016-03-22 14:00:00",186,"march-april"
4702921684,"2016-03-22 15:00:00",108,"march-april"
4702921684,"2016-03-22 16:00:00",195,"march-april"
4702921684,"2016-03-22 17:00:00",904,"march-april"
4702921684,"2016-03-22 18:00:00",783,"march-april"
4702921684,"2016-03-22 19:00:00",1388,"march-april"
4702921684,"2016-03-22 20:00:00",701,"march-april"
4702921684,"2016-03-22 21:00:00",668,"march-april"
4702921684,"2016-03-22 22:00:00",467,"march-april"
4702921684,"2016-03-22 23:00:00",0,"march-april"
4702921684,"2016-03-23 00:00:00",0,"march-april"
4702921684,"2016-03-23 01:00:00",0,"march-april"
4702921684,"2016-03-23 02:00:00",0,"march-april"
4702921684,"2016-03-23 03:00:00",0,"march-april"
4702921684,"2016-03-23 04:00:00",0,"march-april"
4702921684,"2016-03-23 05:00:00",0,"march-april"
4702921684,"2016-03-23 06:00:00",855,"march-april"
4702921684,"2016-03-23 07:00:00",369,"march-april"
4702921684,"2016-03-23 08:00:00",69,"march-april"
4702921684,"2016-03-23 09:00:00",578,"march-april"
4702921684,"2016-03-23 10:00:00",119,"march-april"
4702921684,"2016-03-23 11:00:00",678,"march-april"
4702921684,"2016-03-23 12:00:00",164,"march-april"
4702921684,"2016-03-23 13:00:00",142,"march-april"
4702921684,"2016-03-23 14:00:00",143,"march-april"
4702921684,"2016-03-23 15:00:00",48,"march-april"
4702921684,"2016-03-23 16:00:00",208,"march-april"
4702921684,"2016-03-23 17:00:00",866,"march-april"
4702921684,"2016-03-23 18:00:00",758,"march-april"
4702921684,"2016-03-23 19:00:00",687,"march-april"
4702921684,"2016-03-23 20:00:00",261,"march-april"
4702921684,"2016-03-23 21:00:00",226,"march-april"
4702921684,"2016-03-23 22:00:00",408,"march-april"
4702921684,"2016-03-23 23:00:00",0,"march-april"
4702921684,"2016-03-24 00:00:00",0,"march-april"
4702921684,"2016-03-24 01:00:00",0,"march-april"
4702921684,"2016-03-24 02:00:00",0,"march-april"
4702921684,"2016-03-24 03:00:00",0,"march-april"
4702921684,"2016-03-24 04:00:00",11,"march-april"
4702921684,"2016-03-24 05:00:00",20,"march-april"
4702921684,"2016-03-24 06:00:00",667,"march-april"
4702921684,"2016-03-24 07:00:00",213,"march-april"
4702921684,"2016-03-24 08:00:00",168,"march-april"
4702921684,"2016-03-24 09:00:00",1219,"march-april"
4702921684,"2016-03-24 10:00:00",159,"march-april"
4702921684,"2016-03-24 11:00:00",6,"march-april"
4702921684,"2016-03-24 12:00:00",1119,"march-april"
4702921684,"2016-03-24 13:00:00",34,"march-april"
4702921684,"2016-03-24 14:00:00",208,"march-april"
4702921684,"2016-03-24 15:00:00",13,"march-april"
4702921684,"2016-03-24 16:00:00",233,"march-april"
4702921684,"2016-03-24 17:00:00",1106,"march-april"
4702921684,"2016-03-24 18:00:00",640,"march-april"
4702921684,"2016-03-24 19:00:00",539,"march-april"
4702921684,"2016-03-24 20:00:00",343,"march-april"
4702921684,"2016-03-24 21:00:00",1066,"march-april"
4702921684,"2016-03-24 22:00:00",71,"march-april"
4702921684,"2016-03-24 23:00:00",0,"march-april"
4702921684,"2016-03-25 00:00:00",0,"march-april"
4702921684,"2016-03-25 01:00:00",0,"march-april"
4702921684,"2016-03-25 02:00:00",0,"march-april"
4702921684,"2016-03-25 03:00:00",0,"march-april"
4702921684,"2016-03-25 04:00:00",0,"march-april"
4702921684,"2016-03-25 05:00:00",6,"march-april"
4702921684,"2016-03-25 06:00:00",713,"march-april"
4702921684,"2016-03-25 07:00:00",674,"march-april"
4702921684,"2016-03-25 08:00:00",51,"march-april"
4702921684,"2016-03-25 09:00:00",192,"march-april"
4702921684,"2016-03-25 10:00:00",225,"march-april"
4702921684,"2016-03-25 11:00:00",14,"march-april"
4702921684,"2016-03-25 12:00:00",257,"march-april"
4702921684,"2016-03-25 13:00:00",78,"march-april"
4702921684,"2016-03-25 14:00:00",191,"march-april"
4702921684,"2016-03-25 15:00:00",119,"march-april"
4702921684,"2016-03-25 16:00:00",94,"march-april"
4702921684,"2016-03-25 17:00:00",1344,"march-april"
4702921684,"2016-03-25 18:00:00",814,"march-april"
4702921684,"2016-03-25 19:00:00",573,"march-april"
4702921684,"2016-03-25 20:00:00",213,"march-april"
4702921684,"2016-03-25 21:00:00",299,"march-april"
4702921684,"2016-03-25 22:00:00",228,"march-april"
4702921684,"2016-03-25 23:00:00",0,"march-april"
4702921684,"2016-03-26 00:00:00",0,"march-april"
4702921684,"2016-03-26 01:00:00",0,"march-april"
4702921684,"2016-03-26 02:00:00",0,"march-april"
4702921684,"2016-03-26 03:00:00",0,"march-april"
4702921684,"2016-03-26 04:00:00",0,"march-april"
4702921684,"2016-03-26 05:00:00",0,"march-april"
4702921684,"2016-03-26 06:00:00",16,"march-april"
4702921684,"2016-03-26 07:00:00",605,"march-april"
4702921684,"2016-03-26 08:00:00",388,"march-april"
4702921684,"2016-03-26 09:00:00",636,"march-april"
4702921684,"2016-03-26 10:00:00",1984,"march-april"
4702921684,"2016-03-26 11:00:00",1820,"march-april"
4702921684,"2016-03-26 12:00:00",2320,"march-april"
4702921684,"2016-03-26 13:00:00",872,"march-april"
4702921684,"2016-03-26 14:00:00",1282,"march-april"
4702921684,"2016-03-26 15:00:00",817,"march-april"
4702921684,"2016-03-26 16:00:00",1094,"march-april"
4702921684,"2016-03-26 17:00:00",199,"march-april"
4702921684,"2016-03-26 18:00:00",801,"march-april"
4702921684,"2016-03-26 19:00:00",603,"march-april"
4702921684,"2016-03-26 20:00:00",529,"march-april"
4702921684,"2016-03-26 21:00:00",859,"march-april"
4702921684,"2016-03-26 22:00:00",247,"march-april"
4702921684,"2016-03-26 23:00:00",0,"march-april"
4702921684,"2016-03-27 00:00:00",0,"march-april"
4702921684,"2016-03-27 01:00:00",0,"march-april"
4702921684,"2016-03-27 02:00:00",0,"march-april"
4702921684,"2016-03-27 03:00:00",0,"march-april"
4702921684,"2016-03-27 04:00:00",0,"march-april"
4702921684,"2016-03-27 05:00:00",4,"march-april"
4702921684,"2016-03-27 06:00:00",0,"march-april"
4702921684,"2016-03-27 07:00:00",556,"march-april"
4702921684,"2016-03-27 08:00:00",162,"march-april"
4702921684,"2016-03-27 09:00:00",1665,"march-april"
4702921684,"2016-03-27 10:00:00",256,"march-april"
4702921684,"2016-03-27 11:00:00",331,"march-april"
4702921684,"2016-03-27 12:00:00",2262,"march-april"
4702921684,"2016-03-27 13:00:00",1763,"march-april"
4702921684,"2016-03-27 14:00:00",1642,"march-april"
4702921684,"2016-03-27 15:00:00",2310,"march-april"
4702921684,"2016-03-27 16:00:00",234,"march-april"
4702921684,"2016-03-27 17:00:00",789,"march-april"
4702921684,"2016-03-27 18:00:00",485,"march-april"
4702921684,"2016-03-27 19:00:00",0,"march-april"
4702921684,"2016-03-27 20:00:00",118,"march-april"
4702921684,"2016-03-27 21:00:00",42,"march-april"
4702921684,"2016-03-27 22:00:00",0,"march-april"
4702921684,"2016-03-27 23:00:00",0,"march-april"
4702921684,"2016-03-28 00:00:00",0,"march-april"
4702921684,"2016-03-28 01:00:00",0,"march-april"
4702921684,"2016-03-28 02:00:00",0,"march-april"
4702921684,"2016-03-28 03:00:00",0,"march-april"
4702921684,"2016-03-28 04:00:00",0,"march-april"
4702921684,"2016-03-28 05:00:00",0,"march-april"
4702921684,"2016-03-28 06:00:00",719,"march-april"
4702921684,"2016-03-28 07:00:00",328,"march-april"
4702921684,"2016-03-28 08:00:00",302,"march-april"
4702921684,"2016-03-28 09:00:00",46,"march-april"
4702921684,"2016-03-28 10:00:00",277,"march-april"
4702921684,"2016-03-28 11:00:00",54,"march-april"
4702921684,"2016-03-28 12:00:00",255,"march-april"
4702921684,"2016-03-28 13:00:00",61,"march-april"
4702921684,"2016-03-28 14:00:00",130,"march-april"
4702921684,"2016-03-28 15:00:00",6,"march-april"
4702921684,"2016-03-28 16:00:00",118,"march-april"
4702921684,"2016-03-28 17:00:00",1183,"march-april"
4702921684,"2016-03-28 18:00:00",455,"march-april"
4702921684,"2016-03-28 19:00:00",1230,"march-april"
4702921684,"2016-03-28 20:00:00",1152,"march-april"
4702921684,"2016-03-28 21:00:00",773,"march-april"
4702921684,"2016-03-28 22:00:00",360,"march-april"
4702921684,"2016-03-28 23:00:00",0,"march-april"
4702921684,"2016-03-29 00:00:00",4,"march-april"
4702921684,"2016-03-29 01:00:00",0,"march-april"
4702921684,"2016-03-29 02:00:00",0,"march-april"
4702921684,"2016-03-29 03:00:00",9,"march-april"
4702921684,"2016-03-29 04:00:00",0,"march-april"
4702921684,"2016-03-29 05:00:00",0,"march-april"
4702921684,"2016-03-29 06:00:00",613,"march-april"
4702921684,"2016-03-29 07:00:00",212,"march-april"
4702921684,"2016-03-29 08:00:00",87,"march-april"
4702921684,"2016-03-29 09:00:00",1226,"march-april"
4702921684,"2016-03-29 10:00:00",11,"march-april"
4702921684,"2016-03-29 11:00:00",199,"march-april"
4702921684,"2016-03-29 12:00:00",116,"march-april"
4702921684,"2016-03-29 13:00:00",89,"march-april"
4702921684,"2016-03-29 14:00:00",161,"march-april"
4702921684,"2016-03-29 15:00:00",136,"march-april"
4702921684,"2016-03-29 16:00:00",113,"march-april"
4702921684,"2016-03-29 17:00:00",1062,"march-april"
4702921684,"2016-03-29 18:00:00",622,"march-april"
4702921684,"2016-03-29 19:00:00",457,"march-april"
4702921684,"2016-03-29 20:00:00",403,"march-april"
4702921684,"2016-03-29 21:00:00",651,"march-april"
4702921684,"2016-03-29 22:00:00",335,"march-april"
4702921684,"2016-03-29 23:00:00",0,"march-april"
4702921684,"2016-03-30 00:00:00",0,"march-april"
4702921684,"2016-03-30 01:00:00",0,"march-april"
4702921684,"2016-03-30 02:00:00",0,"march-april"
4702921684,"2016-03-30 03:00:00",0,"march-april"
4702921684,"2016-03-30 04:00:00",11,"march-april"
4702921684,"2016-03-30 05:00:00",117,"march-april"
4702921684,"2016-03-30 06:00:00",997,"march-april"
4702921684,"2016-03-30 07:00:00",279,"march-april"
4702921684,"2016-03-30 08:00:00",45,"march-april"
4702921684,"2016-03-30 09:00:00",731,"march-april"
4702921684,"2016-03-30 10:00:00",88,"march-april"
4702921684,"2016-03-30 11:00:00",838,"march-april"
4702921684,"2016-03-30 12:00:00",190,"march-april"
4702921684,"2016-03-30 13:00:00",66,"march-april"
4702921684,"2016-03-30 14:00:00",117,"march-april"
4702921684,"2016-03-30 15:00:00",86,"march-april"
4702921684,"2016-03-30 16:00:00",172,"march-april"
4702921684,"2016-03-30 17:00:00",951,"march-april"
4702921684,"2016-03-30 18:00:00",853,"march-april"
4702921684,"2016-03-30 19:00:00",464,"march-april"
4702921684,"2016-03-30 20:00:00",573,"march-april"
4702921684,"2016-03-30 21:00:00",892,"march-april"
4702921684,"2016-03-30 22:00:00",101,"march-april"
4702921684,"2016-03-30 23:00:00",12,"march-april"
4702921684,"2016-03-31 00:00:00",0,"march-april"
4702921684,"2016-03-31 01:00:00",0,"march-april"
4702921684,"2016-03-31 02:00:00",0,"march-april"
4702921684,"2016-03-31 03:00:00",0,"march-april"
4702921684,"2016-03-31 04:00:00",0,"march-april"
4702921684,"2016-03-31 05:00:00",0,"march-april"
4702921684,"2016-03-31 06:00:00",932,"march-april"
4702921684,"2016-03-31 07:00:00",206,"march-april"
4702921684,"2016-03-31 08:00:00",126,"march-april"
4702921684,"2016-03-31 09:00:00",278,"march-april"
4702921684,"2016-03-31 10:00:00",152,"march-april"
4702921684,"2016-03-31 11:00:00",197,"march-april"
4702921684,"2016-03-31 12:00:00",299,"march-april"
4702921684,"2016-03-31 13:00:00",77,"march-april"
4702921684,"2016-03-31 14:00:00",88,"march-april"
4702921684,"2016-03-31 15:00:00",176,"march-april"
4702921684,"2016-03-31 16:00:00",159,"march-april"
4702921684,"2016-03-31 17:00:00",960,"march-april"
4702921684,"2016-03-31 18:00:00",625,"march-april"
4702921684,"2016-03-31 19:00:00",792,"march-april"
4702921684,"2016-03-31 20:00:00",700,"march-april"
4702921684,"2016-03-31 21:00:00",992,"march-april"
4702921684,"2016-03-31 22:00:00",204,"march-april"
4702921684,"2016-03-31 23:00:00",0,"march-april"
4702921684,"2016-04-01 00:00:00",0,"march-april"
4702921684,"2016-04-01 01:00:00",0,"march-april"
4702921684,"2016-04-01 02:00:00",0,"march-april"
4702921684,"2016-04-01 03:00:00",0,"march-april"
4702921684,"2016-04-01 04:00:00",0,"march-april"
4702921684,"2016-04-01 05:00:00",6,"march-april"
4702921684,"2016-04-01 06:00:00",733,"march-april"
4702921684,"2016-04-01 07:00:00",389,"march-april"
4702921684,"2016-04-01 08:00:00",351,"march-april"
4702921684,"2016-04-01 09:00:00",1147,"march-april"
4702921684,"2016-04-01 10:00:00",0,"march-april"
4702921684,"2016-04-01 11:00:00",197,"march-april"
4702921684,"2016-04-01 12:00:00",396,"march-april"
4702921684,"2016-04-01 13:00:00",115,"march-april"
4702921684,"2016-04-01 14:00:00",140,"march-april"
4702921684,"2016-04-01 15:00:00",165,"march-april"
4702921684,"2016-04-01 16:00:00",201,"march-april"
4702921684,"2016-04-01 17:00:00",945,"march-april"
4702921684,"2016-04-01 18:00:00",1124,"march-april"
4702921684,"2016-04-01 19:00:00",444,"march-april"
4702921684,"2016-04-01 20:00:00",458,"march-april"
4702921684,"2016-04-01 21:00:00",354,"march-april"
4702921684,"2016-04-01 22:00:00",0,"march-april"
4702921684,"2016-04-01 23:00:00",0,"march-april"
4702921684,"2016-04-02 00:00:00",0,"march-april"
4702921684,"2016-04-02 01:00:00",0,"march-april"
4702921684,"2016-04-02 02:00:00",0,"march-april"
4702921684,"2016-04-02 03:00:00",0,"march-april"
4702921684,"2016-04-02 04:00:00",0,"march-april"
4702921684,"2016-04-02 05:00:00",0,"march-april"
4702921684,"2016-04-02 06:00:00",4,"march-april"
4702921684,"2016-04-02 07:00:00",283,"march-april"
4702921684,"2016-04-02 08:00:00",288,"march-april"
4702921684,"2016-04-02 09:00:00",418,"march-april"
4702921684,"2016-04-02 10:00:00",1383,"march-april"
4702921684,"2016-04-02 11:00:00",1310,"march-april"
4702921684,"2016-04-02 12:00:00",1396,"march-april"
4702921684,"2016-04-02 13:00:00",222,"march-april"
4702921684,"2016-04-02 14:00:00",1028,"march-april"
4702921684,"2016-04-02 15:00:00",218,"march-april"
4702921684,"2016-04-02 16:00:00",1108,"march-april"
4702921684,"2016-04-02 17:00:00",888,"march-april"
4702921684,"2016-04-02 18:00:00",431,"march-april"
4702921684,"2016-04-02 19:00:00",446,"march-april"
4702921684,"2016-04-02 20:00:00",665,"march-april"
4702921684,"2016-04-02 21:00:00",240,"march-april"
4702921684,"2016-04-02 22:00:00",0,"march-april"
4702921684,"2016-04-02 23:00:00",0,"march-april"
4702921684,"2016-04-03 00:00:00",0,"march-april"
4702921684,"2016-04-03 01:00:00",0,"march-april"
4702921684,"2016-04-03 02:00:00",0,"march-april"
4702921684,"2016-04-03 03:00:00",0,"march-april"
4702921684,"2016-04-03 04:00:00",0,"march-april"
4702921684,"2016-04-03 05:00:00",0,"march-april"
4702921684,"2016-04-03 06:00:00",0,"march-april"
4702921684,"2016-04-03 07:00:00",26,"march-april"
4702921684,"2016-04-03 08:00:00",289,"march-april"
4702921684,"2016-04-03 09:00:00",929,"march-april"
4702921684,"2016-04-03 10:00:00",338,"march-april"
4702921684,"2016-04-03 11:00:00",1189,"march-april"
4702921684,"2016-04-03 12:00:00",1772,"march-april"
4702921684,"2016-04-03 13:00:00",1401,"march-april"
4702921684,"2016-04-03 14:00:00",1174,"march-april"
4702921684,"2016-04-03 15:00:00",2252,"march-april"
4702921684,"2016-04-03 16:00:00",541,"march-april"
4702921684,"2016-04-03 17:00:00",745,"march-april"
4702921684,"2016-04-03 18:00:00",378,"march-april"
4702921684,"2016-04-03 19:00:00",139,"march-april"
4702921684,"2016-04-03 20:00:00",526,"march-april"
4702921684,"2016-04-03 21:00:00",404,"march-april"
4702921684,"2016-04-03 22:00:00",0,"march-april"
4702921684,"2016-04-03 23:00:00",0,"march-april"
4702921684,"2016-04-04 00:00:00",0,"march-april"
4702921684,"2016-04-04 01:00:00",0,"march-april"
4702921684,"2016-04-04 02:00:00",0,"march-april"
4702921684,"2016-04-04 03:00:00",0,"march-april"
4702921684,"2016-04-04 04:00:00",0,"march-april"
4702921684,"2016-04-04 05:00:00",0,"march-april"
4702921684,"2016-04-04 06:00:00",1326,"march-april"
4702921684,"2016-04-04 07:00:00",427,"march-april"
4702921684,"2016-04-04 08:00:00",68,"march-april"
4702921684,"2016-04-04 09:00:00",93,"march-april"
4702921684,"2016-04-04 10:00:00",147,"march-april"
4702921684,"2016-04-04 11:00:00",188,"march-april"
4702921684,"2016-04-04 12:00:00",1048,"march-april"
4702921684,"2016-04-04 13:00:00",180,"march-april"
4702921684,"2016-04-04 14:00:00",86,"march-april"
4702921684,"2016-04-04 15:00:00",251,"march-april"
4702921684,"2016-04-04 16:00:00",77,"march-april"
4702921684,"2016-04-04 17:00:00",1057,"march-april"
4702921684,"2016-04-04 18:00:00",830,"march-april"
4702921684,"2016-04-04 19:00:00",948,"march-april"
4702921684,"2016-04-04 20:00:00",313,"march-april"
4702921684,"2016-04-04 21:00:00",672,"march-april"
4702921684,"2016-04-04 22:00:00",99,"march-april"
4702921684,"2016-04-04 23:00:00",0,"march-april"
4702921684,"2016-04-05 00:00:00",0,"march-april"
4702921684,"2016-04-05 01:00:00",7,"march-april"
4702921684,"2016-04-05 02:00:00",0,"march-april"
4702921684,"2016-04-05 03:00:00",0,"march-april"
4702921684,"2016-04-05 04:00:00",0,"march-april"
4702921684,"2016-04-05 05:00:00",0,"march-april"
4702921684,"2016-04-05 06:00:00",416,"march-april"
4702921684,"2016-04-05 07:00:00",338,"march-april"
4702921684,"2016-04-05 08:00:00",143,"march-april"
4702921684,"2016-04-05 09:00:00",1331,"march-april"
4702921684,"2016-04-05 10:00:00",37,"march-april"
4702921684,"2016-04-05 11:00:00",405,"march-april"
4702921684,"2016-04-05 12:00:00",237,"march-april"
4702921684,"2016-04-05 13:00:00",188,"march-april"
4702921684,"2016-04-05 14:00:00",289,"march-april"
4702921684,"2016-04-05 15:00:00",157,"march-april"
4702921684,"2016-04-05 16:00:00",315,"march-april"
4702921684,"2016-04-05 17:00:00",903,"march-april"
4702921684,"2016-04-05 18:00:00",1066,"march-april"
4702921684,"2016-04-05 19:00:00",54,"march-april"
4702921684,"2016-04-05 20:00:00",172,"march-april"
4702921684,"2016-04-05 21:00:00",419,"march-april"
4702921684,"2016-04-05 22:00:00",193,"march-april"
4702921684,"2016-04-05 23:00:00",0,"march-april"
4702921684,"2016-04-06 00:00:00",0,"march-april"
4702921684,"2016-04-06 01:00:00",0,"march-april"
4702921684,"2016-04-06 02:00:00",0,"march-april"
4702921684,"2016-04-06 03:00:00",0,"march-april"
4702921684,"2016-04-06 04:00:00",0,"march-april"
4702921684,"2016-04-06 05:00:00",0,"march-april"
4702921684,"2016-04-06 06:00:00",694,"march-april"
4702921684,"2016-04-06 07:00:00",393,"march-april"
4702921684,"2016-04-06 08:00:00",141,"march-april"
4702921684,"2016-04-06 09:00:00",590,"march-april"
4702921684,"2016-04-06 10:00:00",0,"march-april"
4702921684,"2016-04-06 11:00:00",727,"march-april"
4702921684,"2016-04-06 12:00:00",318,"march-april"
4702921684,"2016-04-06 13:00:00",87,"march-april"
4702921684,"2016-04-06 14:00:00",157,"march-april"
4702921684,"2016-04-06 15:00:00",150,"march-april"
4702921684,"2016-04-06 16:00:00",169,"march-april"
4702921684,"2016-04-06 17:00:00",1113,"march-april"
4702921684,"2016-04-06 18:00:00",926,"march-april"
4702921684,"2016-04-06 19:00:00",426,"march-april"
4702921684,"2016-04-06 20:00:00",769,"march-april"
4702921684,"2016-04-06 21:00:00",858,"march-april"
4702921684,"2016-04-06 22:00:00",87,"march-april"
4702921684,"2016-04-06 23:00:00",0,"march-april"
4702921684,"2016-04-07 00:00:00",0,"march-april"
4702921684,"2016-04-07 01:00:00",0,"march-april"
4702921684,"2016-04-07 02:00:00",0,"march-april"
4702921684,"2016-04-07 03:00:00",0,"march-april"
4702921684,"2016-04-07 04:00:00",0,"march-april"
